row_id,title,tags,hashtag,genre,duration_sec,views,likes,comments,shares,platform,text_features
50fe3e373104beb29669f26765868fa6,How I Take Notes for College ,study  learn  notes,StudyWithMe,Education,19,57844,2807,294,248,TikTok,How I Take Notes for College  study  learn  notes StudyWithMe Education
d55f7f3398605cdfa2d1de10895c6761,Hidden Gems of Cairo,guide  vlog  food tour  hidden gems  travel,HiddenGems,Travel,46,147879,7028,658,960,TikTok,Hidden Gems of Cairo guide  vlog  food tour  hidden gems  travel HiddenGems Travel
ee7b20d0e5c178f4aab5b73a814e91c7,24 Hours in Seoul,food tour  guide  travel  hidden gems  vlog,Wanderlust,Travel,12,47589,2627,244,224,TikTok,24 Hours in Seoul food tour  guide  travel  hidden gems  vlog Wanderlust Travel
cae1ec9ca0c7c60a2936855f3d53a663,Weekly Reset  2025 ,daily  routine  lifestyle  motivation,MorningRoutine,Lifestyle,33,696974,38652,3470,4079,TikTok,Weekly Reset  2025  daily  routine  lifestyle  motivation MorningRoutine Lifestyle
e73e5c4918b22c2805046dd5466ae38c,Best Settings for GTA V,esports  gaming  fps  valorant  highlights,GameClip,Gaming,29,81808,6117,800,462,TikTok,Best Settings for GTA V esports  gaming  fps  valorant  highlights GameClip Gaming
a315d14be623fcafef5c907487742305,Perfect  Cover ,cover  song  music  beat,Cover,Music,31,42162,3477,563,403,TikTok,Perfect  Cover  cover  song  music  beat Cover Music
f81d7e8c228be198a792de7afd04d8d8,Makeup Basics You Need ,tips  beauty  grwm  skincare,Beauty,Beauty,24,26199,2681,378,203,TikTok,Makeup Basics You Need  tips  beauty  grwm  skincare Beauty Beauty
707c657468b12fd86f952f61f5cf0801,Street Koshari Taste Test,street food  kitchen  recipe,FYP,Food,46,84218,5298,408,623,TikTok,Street Koshari Taste Test street food  kitchen  recipe FYP Food
330aec82e509a50f439b16c350bfeb28,My Favorite Productivity Apps,ai  tools  tech  apps  tutorial,Coding,Tech,28,103621,7761,784,827,TikTok,My Favorite Productivity Apps ai  tools  tech  apps  tutorial Coding Tech
5ebdaf0a23ac2cbb934541bc6484b6e9,Best Settings for Valorant ,valorant  esports  clips  fps  highlights,GameClip,Gaming,29,84386,4939,337,626,TikTok,Best Settings for Valorant  valorant  esports  clips  fps  highlights GameClip Gaming
bb250006f8c3a9f67dc55a6545668f28,How I Take Notes for College ,study  learn  notes  productivity  tips,StudyWithMe,Education,13,163477,10804,1489,1086,TikTok,How I Take Notes for College  study  learn  notes  productivity  tips StudyWithMe Education
be2bbb02149461c5d35f2991e63cf21f,If Productivity was honest ,sketch  funny  comedy,Comedy,Comedy,38,39662,2382,170,254,TikTok,If Productivity was honest  sketch  funny  comedy Comedy Comedy
c17b67567d22f47753b6274e635850b0,Perfect  Cover,song  beat  music  cover,FYP,Music,11,284104,15912,1327,1410,TikTok,Perfect  Cover song  beat  music  cover FYP Music
41e5ebc084cc8c9aef655c7cda9c34bd,GRWM: Minimal Edition ,ootd  grwm  fashion,FYP,Fashion,25,25172,1675,203,230,TikTok,GRWM: Minimal Edition  ootd  grwm  fashion FYP Fashion
febb7664da2e5b9b2193b683502f86b3,My Favorite College Apps ,tech  ai  tools  apps  tutorial,AI,Tech,16,51522,4098,339,381,TikTok,My Favorite College Apps  tech  ai  tools  apps  tutorial AI Tech
894ea02dcd341976c3b4f80da936a31e,If Summer was honest ,funny  comedy  sketch,Relatable,Comedy,47,38138,2442,199,243,TikTok,If Summer was honest  funny  comedy  sketch Relatable Comedy
57e271c322bd1d4ab8fe7db81b823116,POV: Beginners,comedy  relatable  sketch,Comedy,Comedy,46,111498,5667,477,801,TikTok,POV: Beginners comedy  relatable  sketch Comedy Comedy
88f71b449f8d940b04a7bdad06b63a46,Best Settings for Minecraft ,clips  highlights  fps,Gaming,Gaming,23,41310,3955,490,469,TikTok,Best Settings for Minecraft  clips  highlights  fps Gaming Gaming
818db24e623b8e86b5bfa94c99670a71,I tried making Kunafa ,food  street food  fast,Recipe,Food,23,110624,9325,990,614,TikTok,I tried making Kunafa  food  street food  fast Recipe Food
3d2ec2e5dba77f2550f0b5161cdb6598,Football skills in 60s ,workout  football  sports,Workout,Sports,24,19705,1251,106,102,TikTok,Football skills in 60s  workout  football  sports Workout Sports
9ae5e6e8fbb6dd1ded9e275ff06ba5e9,New Dance Challenge!,dance  music  trend,FYP,Dance,25,146777,4567,360,319,TikTok,New Dance Challenge! dance  music  trend FYP Dance
ebd9140ae94ba6daf33e189c3ccb4328,Life Hacks for lamp ,diy  life hacks  makeover,DIY,DIY,26,52861,1922,240,192,TikTok,Life Hacks for lamp  diy  life hacks  makeover DIY DIY
6b7e366357e102db39d8afb6619e300a,Skincare Routine for Summer,tips  makeup  grwm  skincare  beauty,Makeup,Beauty,26,13925,555,76,37,TikTok,Skincare Routine for Summer tips  makeup  grwm  skincare  beauty Makeup Beauty
c7c40c6ebc858f14e0bdf798c5d0623c,Morning Routine  Beginners ,daily  lifestyle  motivation,MorningRoutine,Lifestyle,50,224311,15464,1529,1743,TikTok,Morning Routine  Beginners  daily  lifestyle  motivation MorningRoutine Lifestyle
07eb45ae0cdb572dde51ca0ef6f2d9ae,How I Take Notes for Summer,learn  notes  productivity,BookTok,Education,22,56784,5019,624,559,TikTok,How I Take Notes for Summer learn  notes  productivity BookTok Education
086713b6f6ab5e3743639f209176723c,POV: Budget,relatable  comedy  sketch,Relatable,Comedy,23,76067,6165,812,547,TikTok,POV: Budget relatable  comedy  sketch Relatable Comedy
516768f8cc8e33d95572b77ddfea61fb,AI Tools You Must Try in 2025 ,tools  tutorial  ai,Tech,Tech,41,66939,7939,1013,509,TikTok,AI Tools You Must Try in 2025  tools  tutorial  ai Tech Tech
374717a7ecdaf76c15bfad06a54bbaec,Insane Valorant Highlights! ,clips  valorant  highlights  fps  esports,Gaming,Gaming,32,14681,796,50,91,TikTok,Insane Valorant Highlights!  clips  valorant  highlights  fps  esports Gaming Gaming
563bccd93162478f6d28c041c7dcf329,Football skills in 60s,sports  workout  gym  football,FYP,Sports,37,57777,5778,744,465,TikTok,Football skills in 60s sports  workout  gym  football FYP Sports
e92adfbe984575cd683bbca54e1a597d,New Dance Challenge! ,challenge  music  dance  trend,DanceChallenge,Dance,43,111108,7113,649,699,TikTok,New Dance Challenge!  challenge  music  dance  trend DanceChallenge Dance
704f4a36db1fb1ffc706c174ecd63b8e,I flipped this sample ,song  music  beat,Cover,Music,28,36311,1912,256,183,TikTok,I flipped this sample  song  music  beat Cover Music
7deb2e1e61a7f19131e641437248cbb4,I tried making Kunafa ,food  kitchen  street food  recipe,FYP,Food,32,64856,1982,203,171,TikTok,I tried making Kunafa  food  kitchen  street food  recipe FYP Food
263a1fa0454affdec5b14f044b9d3268,Morning Routine  College,routine  motivation  lifestyle,Lifestyle,Lifestyle,32,46794,3484,244,406,TikTok,Morning Routine  College routine  motivation  lifestyle Lifestyle Lifestyle
a21e190f847063a890b3bcceb5bb189f,AI Tools You Must Try in 2025 ,ai  tutorial  apps  tech  tools,Coding,Tech,54,96311,9491,852,926,TikTok,AI Tools You Must Try in 2025  ai  tutorial  apps  tech  tools Coding Tech
8d929d40c2ca3088d0376ce65b5a9761,Hidden Gems of Cairo ,hidden gems  guide  travel  vlog,Wanderlust,Travel,23,33115,2639,280,279,TikTok,Hidden Gems of Cairo  hidden gems  guide  travel  vlog Wanderlust Travel
913cc8419b387f83bedd22b278a89def,How I Take Notes for Productivity,study  learn  notes  tips  productivity,LearnOnTikTok,Education,32,19189,857,72,67,TikTok,How I Take Notes for Productivity study  learn  notes  tips  productivity LearnOnTikTok Education
8a85a6c356fcef2f02f3c18291092b14,24 Hours in Istanbul ,hidden gems  food tour  vlog  travel,FYP,Travel,17,14046,1394,122,137,TikTok,24 Hours in Istanbul  hidden gems  food tour  vlog  travel FYP Travel
b4443d03e4c80b52abc71ed7f606a291,Try this move ,music  trend  dance  challenge,DanceChallenge,Dance,16,12934,980,92,113,TikTok,Try this move  music  trend  dance  challenge DanceChallenge Dance
4a23da3084bdafa88e7af52e0044d8c6,Insane Minecraft Highlights! ,esports  clips  highlights  gaming  fps  valorant,Streamer,Gaming,26,56542,5397,857,695,TikTok,Insane Minecraft Highlights!  esports  clips  highlights  gaming  fps  valorant Streamer Gaming
80f69543edd218697c42d13d0043bad4,Dog fails you cant miss,dogs  cats  cute  pets,FYP,Pets,52,73650,3135,303,327,TikTok,Dog fails you cant miss dogs  cats  cute  pets FYP Pets
2d21a3e3af17730317135a4ef7aaacd2,How I Take Notes for Summer,productivity  notes  tips,BookTok,Education,52,66470,4778,340,525,TikTok,How I Take Notes for Summer productivity  notes  tips BookTok Education
bfcd4d0e6199b02e1c50ee251e88ba5c,Speed drills for beginners,sports  football  gym  workout,Workout,Sports,30,46120,4284,347,393,TikTok,Speed drills for beginners sports  football  gym  workout Workout Sports
e3fb06682bc29293d6b406a179c3c36f,Try this move  ,dance  music  trend  challenge,Dance,Dance,28,8037,660,81,74,TikTok,Try this move   dance  music  trend  challenge Dance Dance
8e0cecf278b61438faebf00272f6250c,Stay  Cover ,music  song  cover,Cover,Music,22,524168,59439,7064,4943,TikTok,Stay  Cover  music  song  cover Cover Music
3ad7bbfbc7689ae9d4559f267d5d4e76,5-Minute Tacos ,recipe  fast  kitchen  food,Foodie,Food,44,319774,13734,1394,1877,TikTok,5-Minute Tacos  recipe  fast  kitchen  food Foodie Food
25c6b14bf64a33414cca8a4afdaca3f5,Underrated artists to hear,song  music  cover,Cover,Music,10,132756,12998,1308,1173,TikTok,Underrated artists to hear song  music  cover Cover Music
20a5cae55cf9078c9467b6d1d4d3b781,Try this move  ,dance  music  challenge,FYP,Dance,60,35571,2288,180,179,TikTok,Try this move   dance  music  challenge FYP Dance
02955a5ce91a081b9f3de3370d9b36ce,My Favorite College Apps ,ai  tech  tutorial  tools  apps,AI,Tech,18,35257,1486,176,185,TikTok,My Favorite College Apps  ai  tech  tutorial  tools  apps AI Tech
175bda41fa5ee28089300d3a8a059a54,Outfits for Summer ,grwm  fashion  style,Fashion,Fashion,16,284432,12430,1558,775,TikTok,Outfits for Summer  grwm  fashion  style Fashion Fashion
aa2503044976eaf937ab51da2eeeec5d,Exam Day Routine,study  learn  productivity  notes,BookTok,Education,15,21859,936,126,91,TikTok,Exam Day Routine study  learn  productivity  notes BookTok Education
10c9c61365acebcd72110fe3ca54e1b1,Football skills in 60s ,football  workout  sports,Football,Sports,26,69933,5743,523,585,TikTok,Football skills in 60s  football  workout  sports Football Sports
5bdf96fb8453170cbedb2739fe0b4960,Street Ramen Taste Test,kitchen  fast  street food  recipe  food,FYP,Food,41,31977,2415,216,210,TikTok,Street Ramen Taste Test kitchen  fast  street food  recipe  food FYP Food
d6b92b94663760f3e6c57596a6af10e0,GRWM: Minimal Edition ,style  grwm  ootd  fashion,Fashion,Fashion,48,73682,5612,826,595,TikTok,GRWM: Minimal Edition  style  grwm  ootd  fashion Fashion Fashion
4575225053d1c24d622e40815a74b262,GRWM: Minimal Edition,fashion  grwm  ootd,OOTD,Fashion,26,62259,4260,419,529,TikTok,GRWM: Minimal Edition fashion  grwm  ootd OOTD Fashion
e832cc60cfeea1f4b59636f5942d1552,Street Food Tour  London,travel  hidden gems  guide,FYP,Travel,19,74272,4833,555,589,TikTok,Street Food Tour  London travel  hidden gems  guide FYP Travel
8b7a81c2954750824ff7b130df2d4611,When your friend is Budget ,funny  relatable  comedy  sketch,Comedy,Comedy,18,130314,11417,1572,1388,TikTok,When your friend is Budget  funny  relatable  comedy  sketch Comedy Comedy
406a59b040ea8b16cae51b9a7def8a4f,POV: Productivity,relatable  sketch  comedy  funny,Comedy,Comedy,21,98479,6867,709,499,TikTok,POV: Productivity relatable  sketch  comedy  funny Comedy Comedy
8e5c6d16ea7ff541ee391904f7dacbef,Cutest moments today ,pets  cute  dogs,Pets,Pets,36,54530,3448,433,227,TikTok,Cutest moments today  pets  cute  dogs Pets Pets
cce1ebb46efe8c61e31a9830dd9c4bef,24 Hours in Seoul,guide  vlog  hidden gems  food tour  travel,HiddenGems,Travel,25,43017,3293,212,386,TikTok,24 Hours in Seoul guide  vlog  hidden gems  food tour  travel HiddenGems Travel
5c59f7ebbf9badd94b46c35646b071d5,Makeup Basics You Need ,beauty  skincare  grwm  makeup,GRWM,Beauty,28,140826,12259,1448,1018,TikTok,Makeup Basics You Need  beauty  skincare  grwm  makeup GRWM Beauty
1ac03051dcf95603c59c439bafb443d0,Football skills in 60s ,workout  football  sports  gym,Sports,Sports,33,34533,1807,217,164,TikTok,Football skills in 60s  workout  football  sports  gym Sports Sports
f0390401c98d44c966e94a407fdf9b47,My Favorite College Apps,tutorial  tools  tech,Tech,Tech,44,172026,13239,1785,943,TikTok,My Favorite College Apps tutorial  tools  tech Tech Tech
e717bafc91653e180ce83a8b255ffc95,Morning Routine  Productivity ,routine  motivation  lifestyle  daily,FYP,Lifestyle,46,25007,2212,352,210,TikTok,Morning Routine  Productivity  routine  motivation  lifestyle  daily FYP Lifestyle
fc69d127f8a865561503700205948647,Best Settings for GTA V,fps  highlights  valorant  clips,FYP,Gaming,37,60490,3571,400,438,TikTok,Best Settings for GTA V fps  highlights  valorant  clips FYP Gaming
61dc3e3746e4e1932d788f7e78087c98,Weekly Reset  Productivity ,routine  motivation  lifestyle,MorningRoutine,Lifestyle,52,28658,1571,220,173,TikTok,Weekly Reset  Productivity  routine  motivation  lifestyle MorningRoutine Lifestyle
340eba53f492ab9dc19a468e2f92e5f6,Night Routine  Budget,routine  lifestyle  daily  motivation,Lifestyle,Lifestyle,48,27187,1556,138,131,TikTok,Night Routine  Budget routine  lifestyle  daily  motivation Lifestyle Lifestyle
6288ae8a7ecf5fe9a8b96aa82b8b0d03,GRWM: Summer Edition,grwm  fashion  ootd  style,OOTD,Fashion,34,14385,1228,89,135,TikTok,GRWM: Summer Edition grwm  fashion  ootd  style OOTD Fashion
c1b075713f16dd420a21d79eddf700c3,I tried making Koshari,recipe  food  kitchen  street food,StreetFood,Food,40,206973,13036,815,1213,TikTok,I tried making Koshari recipe  food  kitchen  street food StreetFood Food
56777cc0557f8bf7b7dcf5dbac96dc17,Try this move  ,dance  trend  challenge,FYP,Dance,24,150167,5775,868,434,TikTok,Try this move   dance  trend  challenge FYP Dance
e26e538eeedc4d33772bb33520b9f0c2,Makeup Basics You Need ,grwm  beauty  skincare  makeup  tips,Makeup,Beauty,54,23763,1543,125,106,TikTok,Makeup Basics You Need  grwm  beauty  skincare  makeup  tips Makeup Beauty
78c567f2965b4cda28edcd9c950886db,Skincare Routine for Summer ,skincare  makeup  grwm  tips  beauty,GRWM,Beauty,13,121971,7380,960,638,TikTok,Skincare Routine for Summer  skincare  makeup  grwm  tips  beauty GRWM Beauty
a7ed432c268afb2385662c20fa4949a3,GRWM: Bold Edition ,grwm  ootd  style  fashion,OOTD,Fashion,56,31016,3452,260,399,TikTok,GRWM: Bold Edition  grwm  ootd  style  fashion OOTD Fashion
