userId,movieId,rating,timestamp
359,37830,3.5,1146299807
359,39414,2.5,1146299695
359,41566,3.5,1134566446
359,41863,3.5,1152091755
359,42422,4.0,1253358753
359,42734,4.0,1150517262
359,44555,4.0,1202025696
359,45442,3.0,1188306779
359,51357,4.5,1253358040
359,52319,4.0,1253358432
359,52328,4.5,1199885748
359,57464,4.0,1206384992
359,60937,2.0,1223745332
359,62801,4.0,1232818137
359,68135,3.5,1254981202
359,80126,4.0,1294471817
359,81591,4.0,1303717768
359,84154,3.5,1299911440
359,87430,3.0,1308628863
379,832,3.5,1141490115
379,908,3.0,1141490112
379,1199,4.0,1148831741
379,1220,4.5,1141490364
379,1288,4.0,1141490153
379,1965,4.0,1148831809
379,3471,4.0,1148831832
379,3527,3.5,1148831767
392,45666,1.0,1237722282
397,593,5.0,839185186
402,593,5.0,939239478
402,908,5.0,940351481
402,1213,5.0,939239478
402,1784,4.0,939238866
402,2353,3.0,939238197
402,2421,3.0,939238124
423,1088,3.0,959133330
423,1197,1.0,958414188
423,1213,5.0,959133140
423,3362,4.0,959133140
432,593,4.5,1167856888
432,4306,4.0,1167856838
437,593,3.0,840818085
442,81591,4.5,1301956717
448,908,5.0,1128536241
448,1199,4.5,1128538124
448,1213,5.0,1128538587
448,1288,4.0,1128536253
448,2011,4.0,1128537220
448,2788,4.5,1128537572
448,3471,4.5,1128537557
448,6852,4.0,1130447515
448,8228,4.5,1128538623
461,379,3.0,909004450
461,407,4.0,909004224
461,593,5.0,909004746
461,802,4.0,909005128
461,832,4.0,909005207
461,1213,3.0,909004778
461,1518,3.0,909097496
461,1644,4.0,909004158
479,13,4.0,947809082
479,802,4.0,947807950
479,838,4.0,947801399
479,908,3.0,947782465
479,1009,3.0,947809690
479,1013,3.0,947807830
479,1129,3.0,947809216
479,1188,3.0,947801277
479,1197,5.0,947782804
479,1288,3.0,947800552
479,1299,5.0,947807216
479,2087,3.0,947808961
479,2250,3.0,947808482
479,2421,3.0,947808743
479,2926,3.0,947806612
479,3091,5.0,947807127
480,1381,1.0,1263419314
480,32078,3.0,1263420361
499,593,4.0,960934712
499,2011,4.0,960935163
499,3471,5.0,960934992
509,367,4.0,837248564
509,475,4.0,837249301
509,552,3.0,837249045
509,593,5.0,837248352
515,367,4.0,837330009
515,593,5.0,837329850
544,593,3.0,1015792071
544,1129,4.0,1015793795
544,1199,4.0,1015793670
544,1213,4.0,1015791774
544,1220,4.0,1015790879
544,1355,3.0,1015792641
544,1644,3.0,1015793144
544,1965,3.0,1015793795
544,2112,4.0,1015791939
544,2713,2.0,1015789762
544,3471,4.0,1015793651
544,3527,3.0,1015791045
544,4085,3.0,1015790846
550,802,4.0,865423102
551,3527,3.0,1426726548
551,4085,2.0,1426726605
551,41566,1.0,1426726647
573,908,4.5,1290954743
573,1209,4.0,1290955078
573,1213,4.5,1290954872
573,3091,4.5,1290978280
573,44555,5.0,1290954725
574,1009,3.0,974702454
574,1199,1.0,974703085
574,1748,4.0,974703085
574,2011,2.0,974703755
574,3471,1.0,974703170
574,3527,1.0,974703344
576,593,5.0,938776722
576,1188,5.0,938804107
576,1213,4.0,938803537
576,1288,5.0,938786730
576,1299,4.0,938786614
576,1834,3.0,938803857
578,367,2.5,1210654914
578,552,4.0,1210573991
578,593,5.0,1210654827
578,802,3.0,1212294936
578,1197,4.0,1210654834
578,1220,3.5,1212010441
578,1288,4.0,1226130593
578,1784,3.5,1226130242
578,2011,4.0,1210655257
578,2724,3.0,1225949224
578,2770,2.5,1210574098
578,3081,2.0,1210655854
578,3752,3.5,1211767926
578,4187,4.0,1210751962
578,4306,4.0,1210654710
578,41566,4.0,1212010419
578,56941,4.0,1218518495
578,57464,4.5,1218270929
578,60937,2.0,1218270889
578,61071,3.5,1219023445
578,62733,4.0,1225430362
583,3969,4.0,974659580
583,4306,4.0,1002748160
586,20,3.0,1197307959
586,367,3.0,1205502900
586,379,3.0,1112702720
586,593,3.5,1149907135
586,802,3.0,1112708477
586,832,3.5,1111722533
586,1088,1.0,1194871148
586,1129,3.5,1192340145
586,1188,1.5,1111477490
586,1199,4.0,1176178215
586,1209,4.5,1121693810
586,1213,4.0,1112497587
586,1220,4.0,1111472448
586,1288,3.5,1192341107
586,1409,2.5,1203170842
586,1515,2.0,1192342508
586,1713,1.5,1152538739
586,1748,4.0,1111731167
586,1784,3.0,1111476553
586,2011,4.0,1304396915
586,2087,2.5,1203170619
586,2353,3.0,1111479073
586,2387,4.0,1120101736
586,2724,1.0,1194871158
586,2770,3.5,1112709296
586,2788,4.0,1111476732
586,3268,1.5,1120101712
586,3441,3.0,1111723041
586,3471,3.0,1203169570
586,3527,3.5,1111478664
586,3752,3.5,1120101527
586,4010,3.5,1193565084
586,4015,3.0,1112701550
586,4085,4.0,1111475537
586,4225,3.0,1111476725
586,4306,3.0,1111472504
586,4396,3.0,1152538483
586,4617,4.0,1165738921
586,4710,3.0,1111473546
586,5283,4.0,1145157961
586,5313,2.5,1194871767
586,5602,3.5,1235741258
586,5644,3.5,1211386615
586,5954,3.5,1165739155
586,7137,4.0,1205502637
586,7150,3.0,1233939896
586,8581,4.0,1165738763
586,8906,3.0,1166107909
586,27478,2.5,1234965899
586,32954,3.0,1228192195
586,37733,3.5,1145157472
586,37830,3.0,1215504566
586,41136,2.5,1211648545
586,42763,3.0,1272293805
586,45666,2.5,1166106363
586,51540,4.0,1192338697
586,52328,4.0,1192338892
586,53468,3.5,1192338564
586,54962,4.0,1218984695
586,55517,3.0,1231064637
586,59037,2.0,1221741018
586,59429,1.5,1255624265
586,59947,3.5,1355454155
586,60937,3.0,1221822943
586,61248,3.0,1228743500
586,61697,3.0,1235741333
586,62801,3.0,1226140165
586,66156,3.5,1237860470
586,66509,4.0,1258561273
586,68954,4.0,1256575153
594,367,4.0,979333158
594,593,4.0,1029174397
594,1129,3.0,1029174013
594,1197,5.0,979332419
594,1220,5.0,979332559
594,1242,1.0,1005264544
594,1299,4.0,1029175559
594,1748,2.0,979333409
594,2353,4.0,1029174014
594,3044,5.0,1029175809
594,3471,4.0,997836033
594,3527,3.0,979332600
610,552,1.0,913810884
610,593,5.0,913991973
610,908,5.0,913724273
610,1009,2.0,913815311
610,1013,3.0,913988204
610,1088,3.0,913816403
610,1129,3.0,913720128
610,1197,3.0,913811701
610,1209,5.0,913723948
610,1220,4.0,913724580
610,1299,5.0,913723492
610,1409,5.0,913811867
610,1474,3.0,913811982
610,1644,1.0,913722239
610,1713,3.0,913725814
610,1784,4.0,913724580
610,1965,3.0,913725613
610,2011,3.0,913718605
610,2087,5.0,913814716
610,2088,2.0,913813402
610,2421,3.0,913896348
617,593,4.5,1222535037
617,1209,4.5,1222534997
617,1213,5.0,1222534988
617,4235,5.0,1222534911
633,593,4.5,1357793667
633,1197,4.0,1357514745
633,1288,4.0,1357793753
633,4306,4.5,1357793804
633,68954,4.0,1357793302
645,1197,4.0,1270503303
645,1213,3.0,1270503149
645,2788,4.0,1270503259
645,3362,3.0,1270503232
647,908,4.5,1142606724
647,3695,4.0,1142607042
648,367,3.0,974701795
648,379,2.0,974700299
648,407,2.0,974702457
648,475,4.0,974719604
648,552,3.0,974700149
648,593,5.0,974700798
648,802,3.0,974720141
648,832,3.0,974702416
648,1191,3.0,974706186
648,1197,4.0,974706661
648,1199,5.0,974701902
648,1213,5.0,974700798
648,1220,4.0,974706814
648,1242,4.0,974703216
648,1288,3.0,984000424
648,1431,2.0,974700372
648,1748,1.0,974698601
648,1784,4.0,974700964
648,1834,4.0,974702229
648,2011,2.0,974703786
648,2087,3.0,974705933
648,2117,3.0,974703786
648,2353,4.0,974699828
648,2421,2.0,974718552
648,2476,4.0,974703397
648,2770,3.0,974721141
648,2788,4.0,974720741
648,3081,3.0,974705193
648,3173,3.0,1075844432
648,3177,2.5,1075847103
648,3362,4.0,974698918
648,3385,2.0,1075847007
648,3392,2.0,974721860
648,3441,3.0,974703441
648,3462,4.0,990317407
648,3471,3.0,974703591
648,3478,3.0,974720169
648,3527,4.0,974703739
648,3566,4.0,974720872
648,4015,1.0,980551233
648,4036,3.0,997556163
648,4085,3.0,984250338
648,4306,3.0,1016432664
648,4396,3.0,1075845630
648,4591,3.0,997557273
648,4683,2.5,1075847505
648,5283,1.5,1075845657
648,6062,4.0,1089198474
648,7069,3.5,1076021040
648,7118,3.0,1075841795
648,7458,2.0,1089198314
648,7618,3.0,1089198404
648,8492,5.0,1089198457
652,593,4.0,942007652
652,1209,5.0,942009324
652,1965,4.0,942007652
652,2353,4.0,942010110
660,367,3.0,846772962
669,1197,5.0,1421288257
669,98154,4.5,1421288018
670,367,3.0,1006472690
670,1197,4.0,1006472361
670,2011,5.0,1004538780
670,2770,4.0,1004762926
670,3159,1.0,1004538487
670,3362,5.0,1006472967
670,3471,4.0,1004538630
670,3527,3.0,1004538644
670,4306,5.0,1006472665
675,372,4.0,866568972
675,593,4.0,866568536
675,908,4.0,868466862
675,1197,3.0,867946436
675,1199,5.0,868126996
675,1213,5.0,866569056
675,1220,3.0,867946436
675,1242,3.0,867946638
675,1299,4.0,868126958
682,802,5.0,1085504004
682,1213,4.5,1085503982
682,2011,3.0,1085503903
699,367,4.0,976296070
699,372,3.0,976296474
699,593,4.0,976294759
699,838,4.0,976295926
699,1184,4.0,976296222
699,1197,5.0,976295431
699,1213,5.0,976294090
699,1220,4.0,976295610
699,1242,4.0,976294941
699,1288,4.0,976295521
699,1299,4.0,976294713
699,1784,4.0,976295642
699,2011,4.0,976296133
699,2112,4.0,976294314
699,2387,3.0,976294440
699,2770,3.0,976296474
699,2926,1.0,976296149
699,3362,4.0,976294713
699,3752,3.0,984684943
699,3969,1.0,976293550
701,552,5.0,1149376462
701,41566,4.5,1149376889
709,1129,2.0,942673213
709,1197,5.0,942672075
709,1199,4.0,942672190
709,1220,3.0,942672518
709,1288,3.0,942672229
709,2088,2.0,942673698
709,2117,4.0,942673130
709,2926,3.0,942672642
709,2972,5.0,942671879
709,3048,1.0,942673540
714,838,3.0,973466212
759,593,4.0,842017045
774,593,5.0,1314135907
774,3365,4.5,1314224456
774,3471,4.0,1314226157
774,7078,2.5,1314225879
774,44555,4.5,1314136027
774,68954,2.5,1314226334
776,232,4.5,1067372699
776,908,5.0,962984918
776,1088,4.0,962985483
776,1188,5.0,962984323
776,1299,3.0,962983941
776,1784,4.0,962984538
776,3159,5.0,962988384
776,4306,4.5,1183407739
785,475,1.0,915017538
785,832,4.0,915016677
785,1197,5.0,915017610
785,1288,5.0,915017473
785,2087,4.0,915017610
788,1197,4.0,938681208
788,1748,3.0,938688055
788,2724,3.0,938680634
804,367,3.0,1390183188
804,593,4.5,1390116062
804,1197,5.0,1390116058
804,1213,4.5,1390116047
804,4306,4.0,1391989906
804,5954,4.0,1391289593
804,51540,3.5,1390197126
805,593,5.0,834515424
812,20,2.0,1002699638
812,367,3.0,967958613
812,593,4.0,967955052
812,908,5.0,967959060
812,1088,5.0,968648741
812,1184,3.0,968648023
812,1191,2.0,1022490572
812,1197,5.0,967957675
812,1213,5.0,967958493
812,1242,3.0,967958117
812,1288,3.0,967958736
812,1381,2.0,976674159
812,1409,2.0,976671733
812,1431,3.0,968647398
812,1518,3.0,968647157
812,1644,2.0,967958960
812,1748,2.0,967956158
812,1784,3.0,980839613
812,2011,3.0,967956569
812,2353,2.0,968646749
812,2421,3.0,976673296
812,2713,4.0,976672612
812,2770,3.0,990954344
812,3044,4.0,968647876
812,3081,4.0,967956260
812,3173,2.0,974409895
812,3177,2.5,1071478543
812,3179,4.0,968476596
812,3478,2.0,976671912
812,3527,3.0,968648268
812,3752,3.0,1015227032
812,3969,2.0,1020751236
812,4015,1.0,1015226900
812,4036,1.0,1020751041
812,4085,3.0,1002699304
812,4225,1.0,1020750967
812,4306,3.0,990952976
812,4396,3.0,1063457220
812,5072,3.5,1063456542
812,5313,4.0,1020750806
812,6564,3.0,1063282542
813,1515,4.0,1352687506
813,63072,3.5,1352688328
822,367,3.5,1381514801
822,2421,2.0,1381513799
822,2926,3.0,1381514056
822,4306,5.0,1381514826
822,68954,4.5,1381515004
855,53468,3.5,1339708289
857,367,3.0,835174434
857,593,3.0,835174311
867,552,1.5,1114313432
877,2770,4.0,942149263
879,593,4.0,944341152
879,1199,4.0,944341243
879,1213,4.0,944332880
879,1220,4.0,944333097
879,1299,5.0,944332762
879,1965,4.0,944332926
887,3825,2.5,1365245406
887,4306,4.0,1419943959
887,5313,1.0,1365245510
887,55768,3.0,1365245830
887,81535,1.5,1365246188
887,81591,4.0,1366476261
921,1713,4.0,890414630
934,20,4.0,836204301
934,347,4.0,836196200
934,593,5.0,836195706
937,593,3.5,1291061339
937,1213,4.0,1291061210
937,1220,3.5,1290985594
937,1644,2.5,1290984353
937,1965,3.5,1290984421
941,164,4.0,1027092421
941,367,4.0,1027093022
941,593,5.0,1027093432
941,1129,4.0,1027094143
941,1188,5.0,1027092905
941,1197,4.0,1027091460
941,1213,3.0,1027092971
941,1748,3.0,1027092421
941,1784,4.0,1027092876
941,1965,4.0,1027093965
941,2353,4.0,1027092823
941,2713,4.0,1027092361
941,3044,4.0,1027093536
941,3173,4.0,1027092648
941,3527,4.0,1027094127
941,4432,5.0,1027091621
941,4487,1.0,1027092596
941,5335,4.0,1027092577
950,593,2.0,998749193
950,1197,2.0,998753487
950,1199,4.0,998755132
950,1288,1.0,998755132
950,1965,3.0,998755517
950,2769,2.0,998752278
950,3527,1.0,998755517
950,4036,2.0,998749452
950,4082,3.0,998754908
950,4235,4.0,998749344
950,4306,2.0,998749780
952,593,4.0,945234522
952,1088,4.0,945233725
952,1197,5.0,945233204
952,1213,4.0,945234623
952,1220,5.0,945233545
952,1381,1.0,945234456
952,2088,1.0,945234456
955,20,1.0,953592284
955,232,2.0,953661335
955,367,3.0,953593822
955,379,2.0,953592049
955,523,5.0,953647849
955,593,5.0,953588320
955,802,3.0,953664669
955,1009,1.0,953592718
955,1129,2.0,953593124
955,1197,4.0,953586032
955,1213,4.0,953590185
955,1220,4.0,953591363
955,1242,4.0,953592426
955,1288,4.0,953650919
955,1299,4.0,953665478
955,1355,4.0,953649585
955,1431,1.0,953592097
955,1644,3.0,953649653
955,1666,2.0,953664669
955,1748,2.0,953588690
955,1784,4.0,953661023
955,1834,3.0,953588545
955,1965,3.0,953652955
955,2088,1.0,953906831
955,2353,4.0,953588779
955,2387,1.0,953663825
955,2676,3.0,953587185
955,2711,2.0,953586424
955,2713,4.0,953586287
955,2724,3.0,953587471
955,2770,2.0,953586287
955,2926,3.0,953906622
955,3044,3.0,953677661
955,3081,3.0,953587472
955,3362,2.0,953590895
955,3385,4.0,953660647
955,3441,2.0,953665651
955,3471,5.0,953592982
955,3566,2.0,961728396
955,3596,1.0,976743429
964,1197,4.5,1271908079
964,2087,3.5,1274216384
964,4306,3.0,1271908033
964,41566,4.5,1271908556
964,68954,4.0,1271908083
964,99112,4.5,1420603010
971,367,2.0,1204038092
971,372,3.0,1204037744
971,379,2.0,1201454534
971,475,4.5,1201725625
971,552,1.0,1204037947
971,593,4.0,1201454876
971,802,2.5,1204037372
971,908,3.5,1201463487
971,1013,2.0,1201546182
971,1088,2.5,1201725280
971,1129,4.0,1201456766
971,1197,5.0,1201455105
971,1213,5.0,1201458446
971,1220,3.0,1201456607
971,1242,4.0,1201456560
971,1288,4.5,1201457850
971,1299,2.0,1201464462
971,1409,2.0,1201726195
971,1644,3.0,1201725818
971,1748,4.0,1201455933
971,1965,4.0,1201468363
971,2011,3.5,1201456117
971,2117,4.0,1201463866
971,2353,3.5,1201469277
971,2421,1.0,1201546324
971,2476,3.5,1201545160
971,2770,3.0,1201478450
971,2788,3.5,1204036485
971,3081,4.0,1201457237
971,3125,3.5,1204425946
971,3362,4.5,1201471897
971,3471,3.0,1201455939
971,3527,4.0,1201456627
971,3752,3.0,1201467087
971,3961,3.0,1201546598
971,4010,3.5,1201546280
971,4015,3.0,1204036992
971,4085,3.5,1201456617
971,4306,4.0,1205266441
971,4683,3.0,1201558572
971,5308,2.0,1204037215
971,5602,4.0,1201457750
971,6567,3.5,1201464785
971,6850,3.0,1201467359
971,7015,3.0,1205266176
971,7458,3.5,1201456850
971,37733,4.0,1201471824
971,40732,4.5,1201473802
971,41566,2.0,1201477389
971,52328,3.5,1201468157
971,53447,3.0,1218379800
971,54962,3.0,1217975423
971,57464,3.5,1208728026
980,367,3.0,836398463
980,593,3.0,836398263
981,379,3.0,1045751142
981,593,5.0,1039543236
981,2353,4.0,1045750911
981,5313,2.0,1039543079
987,367,4.0,943908170
987,593,5.0,943908983
987,1197,2.0,943909613
987,1220,4.0,943909819
987,1242,4.0,943908699
987,1748,1.0,943909149
987,1784,3.0,943908558
987,2011,4.0,943907492
989,1088,4.0,1094709850
989,1220,3.0,1094708694
989,1409,2.0,1094710108
989,1784,4.5,1094707577
989,2353,2.0,1094707183
989,2429,1.5,1094707927
989,2724,1.0,1094709951
989,2771,3.0,1094707871
989,3081,4.0,1094709798
989,3173,2.5,1094707851
989,3177,2.0,1094710260
989,4306,4.0,1094707392
989,4814,2.0,1094707792
989,6624,1.0,1094708294
990,593,4.0,1274236902
990,1197,4.0,1274237212
990,2713,2.0,1271648873
990,4306,4.0,1274236863
990,68135,3.5,1271649671
1002,593,4.0,1167289405
1002,1197,3.5,1167289373
1003,367,3.0,1209226679
1003,1220,3.0,1209227435
1003,1784,4.0,1209226675
1003,3081,3.5,1209227797
1003,3527,3.5,1209227538
1003,4085,3.5,1209227842
1003,4306,4.0,1209323046
1003,41566,3.5,1209227292
1026,593,5.0,833597465
1031,593,4.0,1262444967
1031,1197,4.0,1262445200
1031,1784,4.5,1262445322
1031,2770,1.0,1262444777
1031,4306,4.5,1262445129
1031,68954,2.0,1262445187
1033,1197,2.0,1028129682
1035,367,5.0,847650708
1035,552,3.0,847651039
1038,367,3.0,839966607
1038,593,5.0,839963859
1038,832,3.0,862952889
1044,324,5.0,836402225
1044,367,3.0,834684759
1044,475,5.0,836402225
1044,593,4.0,834683665
1060,1213,4.0,1337190628
1060,1220,3.0,1337190711
1060,1242,5.0,1337190473
1060,1784,5.0,1337189720
1060,3362,4.5,1337190418
1060,3969,5.0,1337188589
1060,4487,3.0,1337188780
1060,5308,1.5,1337188687
1065,1197,4.0,1343099074
1065,1213,3.0,1343099038
1065,1644,3.0,1343100351
1065,4306,3.5,1343100014
1065,68954,2.5,1343099338
1065,94677,3.5,1343098670
1090,2724,3.0,1117853340
1092,1748,2.0,957556693
1092,2011,3.0,957556722
1092,3471,3.0,957539489
1092,3527,5.0,957558774
1108,593,4.0,1376107653
1108,1197,5.0,1376107378
1108,4306,4.0,1376107509
1108,5954,2.5,1316834051
1108,40870,3.5,1316834975
1108,68954,3.5,1316835356
1108,94070,3.5,1376107945
1108,98154,3.5,1376107958
1109,367,3.0,848119288
1127,1213,4.0,1111763141
1127,1220,3.0,1111763201
1127,4306,4.0,1111763208
1127,7384,3.5,1111763632
1132,593,4.0,965235082
1132,1213,5.0,965235055
1132,3159,4.0,965235111
1132,3754,1.0,965234989
1135,20,2.0,954186679
1135,367,3.0,954141652
1135,372,3.0,954183689
1135,593,4.0,954138869
1135,832,4.0,954141174
1135,1013,3.0,954142287
1135,1088,4.0,954141675
