user_id,video_id,user_interests,watch_ratio,watch_time,liked
13,59f40276aecd7a8dd01aaf80c17a766e,Pets|Lifestyle,0.24,5.11,0
13,f9c3bdf7e334023e10fef0abca6c4d5d,Pets|Lifestyle,1.0,29.92,1
13,8480d87b5d31729a2ada3ab63bfbeb57,Pets|Lifestyle,0.06,1.67,0
13,00a1be45cac1436cf1d03e8143bc7cbe,Pets|Lifestyle,1.16,23.0,1
13,5fd654a2ab9f37b2a8d733544f64902e,Pets|Lifestyle,0.26,9.95,0
14,627c4959c03fd01af9e75ec231cdc343,Fashion|Education,0.74,8.12,1
14,d5d41994971aa25a6b5f7cecbd133719,Fashion|Education,0.24,8.73,0
14,476d821b22360df1dc672cc21442bfe7,Fashion|Education,1.0,31.98,1
14,528a8179b44f992e598b0338cc0ff4e4,Fashion|Education,0.65,7.13,0
14,4a57ae7b1aacc283ef2b1d32f3161de8,Fashion|Education,0.06,0.68,0
14,2470c0533f8b35c0a5d5f6e90b2583e0,Fashion|Education,0.08,2.75,0
14,4440fe4fd718bc017e5d116224d266c5,Fashion|Education,0.15,6.43,0
14,fee22039bfb09abc2cd63b6f66737c1d,Fashion|Education,0.24,5.1,0
15,08319499e9245278c827bd11751527ea,Food,0.61,9.18,0
15,10843e2ea4f89715165ba3d042ecbd9f,Food,0.07,1.89,0
15,18d934c54594668bd6205b058cafa9d8,Food,0.2,2.78,0
15,7eaa3ae6b839b06e2eb1f33e3bee7162,Food,0.15,3.43,0
15,7899113be465eede5d5075bf340041d9,Food,0.09,2.88,0
15,27739a30822189d550131487a1ab451b,Food,0.77,27.01,0
15,330aec82e509a50f439b16c350bfeb28,Food,0.06,1.81,0
15,b4443d03e4c80b52abc71ed7f606a291,Food,0.41,6.62,0
15,5ccefde105838a44b3ee820d96ce1899,Food,0.09,3.02,0
15,112c13e146a71549c698a4ba26c116d3,Food,0.07,1.39,0
16,75c800ebe0c269eff213b2485489b36d,Comedy,0.11,2.86,0
16,104ec9d80ed89c1ae05ef436fea8a1e4,Comedy,0.04,2.05,0
16,a340127587ece929c8339dcc48f9f28b,Comedy,0.46,4.11,0
16,207bfaccb24dc1f7216a5296a136859c,Comedy,0.02,0.68,0
16,66397c491344edd281630525fccc1688,Comedy,0.75,44.4,1
16,3d2ec2e5dba77f2550f0b5161cdb6598,Comedy,0.04,0.9,0
16,d0795369a50e12f6ef32219f7b6f7799,Comedy,0.11,4.0,0
16,79eaa9c5b06758df8e4954f2b4df2d7a,Comedy,0.23,2.73,0
16,6831962a877ad613dcfe97a66a5d7dad,Comedy,0.01,0.37,0
16,f8b2a78d037d6e3cf284f7cd0fee94a4,Comedy,0.11,3.47,0
16,98c7d940fcde323ce8e7a70202ee1179,Comedy,0.26,7.92,0
16,ca59073bea994c1235c3732a73ce080a,Comedy,0.09,3.25,0
16,67229e7f09089f8451d02d1881290e9a,Comedy,0.09,1.7,0
16,627c4959c03fd01af9e75ec231cdc343,Comedy,0.09,0.95,0
17,ed21998da9c794a68d9199960e2214cd,Lifestyle|Travel|Tech,0.24,7.59,0
17,7c4cb8c70d309c2456fdf40132b793c9,Lifestyle|Travel|Tech,0.03,0.96,0
17,e2278e6b40bac4920b5cf13d781cd128,Lifestyle|Travel|Tech,0.01,0.23,0
17,40de992ec8680705852c7ac2d1fd0b06,Lifestyle|Travel|Tech,0.09,1.86,0
17,37ffd14076c0d4e69bcc3553983d0d23,Lifestyle|Travel|Tech,0.28,7.11,0
17,78c567f2965b4cda28edcd9c950886db,Lifestyle|Travel|Tech,0.28,3.6,0
17,4f3eab1c62f4184a6965edc95d38c1c7,Lifestyle|Travel|Tech,0.75,9.71,0
17,a7a69bc076e1d1be66566fc19e9b13ce,Lifestyle|Travel|Tech,0.71,22.65,1
17,7ffe3650546e0760bea9f35084d25d8f,Lifestyle|Travel|Tech,0.01,0.3,0
17,1aa0c8eeebb3cac83a7a886c47ddcf20,Lifestyle|Travel|Tech,0.24,5.0,0
17,1942aa8e9fe3c950755b20165a52bf92,Lifestyle|Travel|Tech,0.05,0.69,0
17,b99e5be42d3a270c92a9d156fa95388e,Lifestyle|Travel|Tech,0.29,9.31,0
18,9e77b04b6947e026c19ddc3623582909,Fashion|Tech|Music,0.17,3.08,0
18,ea360d53be7dd3af11018d97d8dda824,Fashion|Tech|Music,0.14,3.51,0
18,1ce167e364ac4c157830df26aaf4c4fd,Fashion|Tech|Music,0.26,6.73,0
18,175bda41fa5ee28089300d3a8a059a54,Fashion|Tech|Music,0.78,12.48,0
18,91e4e41c3caa09e3a037206b36ca5e6e,Fashion|Tech|Music,0.28,10.74,0
18,41733596fb00cfa3c155b2bb037d9f15,Fashion|Tech|Music,0.12,2.33,0
18,439a154f3a900c7db912d7fda28a8056,Fashion|Tech|Music,0.65,16.22,0
19,06b5d8fb19fc03bb9568813193bc04f9,Food|Travel|Music,0.01,0.15,0
19,8e6d2b82eaac95d2867194204eae4590,Food|Travel|Music,1.04,15.0,0
19,340eba53f492ab9dc19a468e2f92e5f6,Food|Travel|Music,0.05,2.29,0
19,3c44ba29ee5309236a2b0c27f9e514a7,Food|Travel|Music,0.21,4.04,0
20,bbb19bef13b22b4baec7ea2fd5d63496,Tech|Dance,0.12,1.74,0
20,dc20336b94c00cbd40edb9b12c1abf9e,Tech|Dance,0.26,5.89,0
20,a315d14be623fcafef5c907487742305,Tech|Dance,0.26,8.05,0
20,7ace6d3f2c37aa8c59c47f0430704f5a,Tech|Dance,0.81,13.81,0
20,9c2098ef311a0f09cd76f92088089ad7,Tech|Dance,0.84,16.83,1
20,56ea68c0bd14320654ee43fa74a3aa68,Tech|Dance,0.28,7.77,0
20,de7e545ff686a6bf920d64051beb5cae,Tech|Dance,0.21,5.33,0
20,cb19c5c95ccea14977ee4af7f6c0abb6,Tech|Dance,0.16,6.74,0
20,9ce5f495bad25fb574ac2bba67a4a920,Tech|Dance,0.22,6.01,0
20,1942aa8e9fe3c950755b20165a52bf92,Tech|Dance,0.18,2.51,0
20,321d42a143956dc23d169563d72bf66b,Tech|Dance,0.03,1.69,0
20,5072d06586dbabccb931ffe765137490,Tech|Dance,0.97,28.23,0
21,fc34621320795f8291879ccf92180ffb,Food|Music,0.49,13.23,0
21,104ec9d80ed89c1ae05ef436fea8a1e4,Food|Music,0.03,1.7,0
21,8a85a6c356fcef2f02f3c18291092b14,Food|Music,0.17,2.93,0
21,a16ff93b8db500e44c1173d3601b696f,Food|Music,0.56,6.67,0
22,9f17d3d2f19124fecdf3d27b9817dea9,Fashion|Beauty,0.06,1.16,0
22,0a4dcb2577fbd45d97791fb060628405,Fashion|Beauty,0.21,11.87,0
22,e4a43c85e1db9bcf3cf27bf172d976e7,Fashion|Beauty,0.22,5.63,0
23,9ce5f495bad25fb574ac2bba67a4a920,Gaming|Lifestyle|Dance,0.14,3.88,0
23,b6e56c3ddcda781c6ebc873609aefbaa,Gaming|Lifestyle|Dance,0.27,7.1,0
23,13b3978ef4bf0af0f9258efc42dc8255,Gaming|Lifestyle|Dance,0.09,2.53,0
24,163e35146edd78e55b71d68d58808763,Pets|Gaming,0.13,6.64,0
24,78c567f2965b4cda28edcd9c950886db,Pets|Gaming,0.2,2.61,0
24,011383e7b73fd4cb5d511ec81eb0b89e,Pets|Gaming,0.23,12.13,0
24,90bfb21029c422d5613fb0abed21e718,Pets|Gaming,0.28,4.78,0
24,ecc1461ed13c106c775dc0ad0688458f,Pets|Gaming,0.05,2.43,0
24,46ce28e376054c69004cb3f0dafb17f4,Pets|Gaming,0.49,5.36,0
24,965ca2bfb72e17d35705b61487a5a058,Pets|Gaming,0.09,2.45,0
24,123ce6e31428c61e411b62979d0811b9,Pets|Gaming,0.12,2.14,0
24,c8243e1a3066375de7c3f59718b1dda7,Pets|Gaming,0.05,0.62,0
24,4522138267f35626e2eecbdd4538a453,Pets|Gaming,0.23,7.67,0
24,4017cb47480c8a3517f66de2271507b4,Pets|Gaming,0.68,28.6,0
24,bbe957f310afd204612c92ddde768386,Pets|Gaming,0.06,0.96,0
24,ca59073bea994c1235c3732a73ce080a,Pets|Gaming,0.02,0.9,0
25,657002358d941ab7ed7e2f7641eac36b,Tech|Comedy|Sports|Food,0.21,7.21,0
25,b7f450fe4371e9f832720c70bd6c1c57,Tech|Comedy|Sports|Food,0.04,0.97,0
25,18dc8fc19fc3fdc37bfd6053df903e4c,Tech|Comedy|Sports|Food,0.22,7.38,0
25,9006eab0c11ebc01d2216d4aecc1aa97,Tech|Comedy|Sports|Food,0.42,12.64,0
25,1ad41fff6f83f3b6d91b6599eec4a3a1,Tech|Comedy|Sports|Food,0.22,4.63,0
25,a16ff93b8db500e44c1173d3601b696f,Tech|Comedy|Sports|Food,0.48,5.79,0
25,64fba5e007501ab7831fec751b3923cb,Tech|Comedy|Sports|Food,0.09,2.49,0
26,dc337e22855a9bec4775b021f49fabee,Lifestyle|Gaming|Education,0.05,1.76,0
26,bbe957f310afd204612c92ddde768386,Lifestyle|Gaming|Education,0.59,8.89,0
26,cce1ebb46efe8c61e31a9830dd9c4bef,Lifestyle|Gaming|Education,0.66,16.51,0
26,721a3cabcb3df1f090301cfbe9270b54,Lifestyle|Gaming|Education,1.01,11.0,1
26,e2f7f52959120e23cc517e52f7c5a3a1,Lifestyle|Gaming|Education,0.1,2.43,0
26,e1f33ee36bb4c6ecc80bf1f9fef4bce9,Lifestyle|Gaming|Education,0.11,6.06,0
26,f575b5015875d07e9cb1d2d82da3ae9a,Lifestyle|Gaming|Education,0.06,1.67,0
26,f4f46fb9f397387f6b681f23b0541cc1,Lifestyle|Gaming|Education,1.15,17.0,0
26,4bd18459fccdefa3da21d46d45314582,Lifestyle|Gaming|Education,0.81,22.82,0
26,7eb18189cec5804a6a82ed9cb39a903b,Lifestyle|Gaming|Education,0.4,20.99,0
26,f2ed36c2a39d77a6b9fe0484a1ec64e1,Lifestyle|Gaming|Education,0.07,2.28,0
27,4f0f394f09ad5683fb7b81e885e54334,Sports|Lifestyle|Pets|Gaming,0.03,1.44,0
27,bb87cb75e540f0eafa791ba2183c955c,Sports|Lifestyle|Pets|Gaming,0.23,7.07,0
27,528a8179b44f992e598b0338cc0ff4e4,Sports|Lifestyle|Pets|Gaming,0.71,7.81,1
27,dc8dc25949a5c800964eba80ffc306ca,Sports|Lifestyle|Pets|Gaming,1.2,47.0,0
27,321d42a143956dc23d169563d72bf66b,Sports|Lifestyle|Pets|Gaming,0.17,8.25,0
27,53ef38987eece9b6b6d96b8d0bfcc6b0,Sports|Lifestyle|Pets|Gaming,0.41,16.81,0
27,3f5265ac9cbf383443f29837c02d9a41,Sports|Lifestyle|Pets|Gaming,0.6,5.96,0
27,b88565a21d1c29eae52e08f7382c8592,Sports|Lifestyle|Pets|Gaming,0.05,0.76,0
28,1ea0274e8c4fc1403beaa1819d2bc6f2,Comedy,0.27,10.4,0
28,7f4cdeb46e72b6c02202de040d311093,Comedy,0.15,4.91,0
28,0ed8012c05327c043ea44a2869ec4150,Comedy,0.01,0.21,0
28,66397c491344edd281630525fccc1688,Comedy,0.9,53.12,0
28,114141e9bd657bd27b574b302b6922dd,Comedy,0.06,1.81,0
28,134ffdfcad994c8e3c0a2f29239ba517,Comedy,0.77,29.23,0
28,9c862cff0cda1222228bf436513645e4,Comedy,0.18,4.4,0
28,20a7532ff3b7a49c94f95c830c5a972c,Comedy,0.96,25.96,1
28,40de992ec8680705852c7ac2d1fd0b06,Comedy,0.1,2.12,0
28,c47bb1555a61eba93afb9b7711e98ade,Comedy,0.24,4.72,0
28,a5bb2c2b54c028455dd98a03985fd801,Comedy,1.07,32.0,1
28,57064c25d1a8471a2da75cdfbdc5bedb,Comedy,0.05,1.46,0
28,7ace6d3f2c37aa8c59c47f0430704f5a,Comedy,0.07,1.11,0
29,2b4fa5c61b540c0ffff89442ccc4a655,Comedy,0.06,2.01,0
29,988fb251ee8eaaa323fd8751d5a7c5a0,Comedy,0.09,1.38,0
29,cfaf45538268f0816f7a1be236ae2b9e,Comedy,0.02,0.67,0
30,0d71acab8e105828332e83ee0293bd9a,Gaming|Education|Tech,0.7,22.51,0
30,a8ebdaa246d778b27a66acee664d5514,Gaming|Education|Tech,0.22,3.13,0
30,81a92c22a298bb44664bb6693e42ff01,Gaming|Education|Tech,0.09,1.18,0
31,317e321d7a3625864516c2096bf3f30e,Gaming,0.27,8.22,0
31,26719bee0148117189bf5a2eafe52026,Gaming,0.78,17.15,0
31,5c59f7ebbf9badd94b46c35646b071d5,Gaming,0.26,7.19,0
31,2035f0e9b4cefcdcf3fbd9e132323960,Gaming,0.99,19.77,1
32,eb2edf92648a1061e9cb3c2ae6596eff,Beauty|Travel|Dance|Music,0.53,21.81,0
32,9ce5f495bad25fb574ac2bba67a4a920,Beauty|Travel|Dance|Music,0.21,5.61,0
32,8480d87b5d31729a2ada3ab63bfbeb57,Beauty|Travel|Dance|Music,0.1,2.85,0
32,2b7c6a5e3a4051c5414d739c22afc5fd,Beauty|Travel|Dance|Music,0.54,15.07,0
32,2721480ad1f158d1c9400b6ed40a51bd,Beauty|Travel|Dance|Music,0.84,18.45,0
32,1c8a48ab9d8bbbb31a78e85e2a8c2d25,Beauty|Travel|Dance|Music,0.26,4.71,0
32,11622c4f8e41dc291ef34b1a61af62ec,Beauty|Travel|Dance|Music,0.86,36.87,1
32,1ad41fff6f83f3b6d91b6599eec4a3a1,Beauty|Travel|Dance|Music,0.3,6.23,0
32,c9a18eed3caef9f70b23cc0e505f5faa,Beauty|Travel|Dance|Music,0.19,7.76,0
32,a973f7c2d5b69510ecdb05431a12834d,Beauty|Travel|Dance|Music,0.27,6.56,0
32,f64c08a5a10ed57d0b253742ab61e540,Beauty|Travel|Dance|Music,0.83,34.77,1
33,913cc8419b387f83bedd22b278a89def,Tech|Food|Music|Fashion,0.28,9.0,0
33,703c5f310b1aabb8779ddc478311105d,Tech|Food|Music|Fashion,0.06,2.53,0
33,721a3cabcb3df1f090301cfbe9270b54,Tech|Food|Music|Fashion,0.1,1.05,0
33,f4f46fb9f397387f6b681f23b0541cc1,Tech|Food|Music|Fashion,0.23,3.92,0
33,7ffe3650546e0760bea9f35084d25d8f,Tech|Food|Music|Fashion,0.01,0.25,0
33,4a99c0d6da51dfab5a3415f58d42a0c8,Tech|Food|Music|Fashion,0.74,7.42,1
33,4bc5c31b67417f6a5ab2eee94b20660b,Tech|Food|Music|Fashion,0.19,4.3,0
33,2845f141313e941fde4eec3c0266c20f,Tech|Food|Music|Fashion,0.27,6.65,0
33,e1f33ee36bb4c6ecc80bf1f9fef4bce9,Tech|Food|Music|Fashion,1.07,54.0,1
33,ca52ac8b774bc5c3049376ee76001426,Tech|Food|Music|Fashion,0.96,16.36,1
33,06b5d8fb19fc03bb9568813193bc04f9,Tech|Food|Music|Fashion,0.76,8.41,1
34,f8756cf74d0bdebd542074eace2b98d8,Food,0.18,7.07,0
34,acfc73b6a374b791272ef97e7122efd6,Food,0.28,10.46,0
34,0ec5802ecbe5c682fa13012039cdcbda,Food,0.19,4.96,0
34,e56d61b38838cecb6a84f29f03e144c6,Food,0.07,1.72,0
35,ca0796a7722beeeaa2d84c63e8f4403f,Beauty|Dance|Lifestyle,0.96,38.36,1
35,dbc0635233a703ea6c9cf0f4c9827fea,Beauty|Dance|Lifestyle,1.12,39.0,1
35,92dd4dcd734784d4fe77f19a682c3d13,Beauty|Dance|Lifestyle,0.04,0.89,0
35,86d387e5b1d87690a8155736795e6a8b,Beauty|Dance|Lifestyle,0.14,3.84,0
35,3ffa9c0cda482c4defe560e5e38719da,Beauty|Dance|Lifestyle,0.93,28.84,1
35,58e96db6cd62f2365302c685e971d466,Beauty|Dance|Lifestyle,0.15,3.41,0
35,a8ebdaa246d778b27a66acee664d5514,Beauty|Dance|Lifestyle,0.77,10.84,0
35,00a1be45cac1436cf1d03e8143bc7cbe,Beauty|Dance|Lifestyle,0.15,3.56,0
35,390e832fbecb5ca55f68d6397fb84b7b,Beauty|Dance|Lifestyle,0.08,1.36,0
35,40d855573f2aa02ff37a4852a0be51b3,Beauty|Dance|Lifestyle,0.1,3.36,0
35,db6860ea117da6d0149c5758f337521e,Beauty|Dance|Lifestyle,0.15,3.22,0
35,f40d5bcaab4c25bf2357b32c22ceff30,Beauty|Dance|Lifestyle,0.14,2.58,0
35,801aac5103ac90fd260e04c3d4919733,Beauty|Dance|Lifestyle,0.02,0.22,0
35,d6b92b94663760f3e6c57596a6af10e0,Beauty|Dance|Lifestyle,0.09,4.45,0
35,1ea0274e8c4fc1403beaa1819d2bc6f2,Beauty|Dance|Lifestyle,0.05,2.07,0
36,ea57d8ba5c4b513749c239ac3869fd14,Beauty,0.2,5.22,0
36,a16ff93b8db500e44c1173d3601b696f,Beauty,0.17,2.08,0
36,bc7baac34c0e3189cdc9e74266b758f1,Beauty,0.98,12.76,1
36,efdb8bf020d80fc7977c2217513fdca1,Beauty,0.19,3.86,0
36,65d52d9740762c1e9c44c35f3a0f7472,Beauty,0.12,5.07,0
37,423df08f4048f94d7924455dca084a5d,Pets|Tech|Food|Fashion,0.7,22.97,0
37,25624310012631545566606a1cc56f71,Pets|Tech|Food|Fashion,0.87,33.2,1
37,317e321d7a3625864516c2096bf3f30e,Pets|Tech|Food|Fashion,0.8,24.71,1
37,6e33ac7dde20dccf14a0c6c5c571793e,Pets|Tech|Food|Fashion,0.12,4.5,0
37,3e59012f6fc7df7de781585442f8cca5,Pets|Tech|Food|Fashion,0.14,3.46,0
37,c600d4e2ca1e91b21528625bdcac14da,Pets|Tech|Food|Fashion,0.03,0.64,0
37,e7c687241316bfcec24f297ef64819fc,Pets|Tech|Food|Fashion,0.82,34.61,1
37,2f9525a8b4d8b28dd95b84fee9e1f044,Pets|Tech|Food|Fashion,0.25,4.43,0
37,c0f57f4983d066ec2128e2c0b6d1654b,Pets|Tech|Food|Fashion,0.1,1.22,0
37,18dc8fc19fc3fdc37bfd6053df903e4c,Pets|Tech|Food|Fashion,0.7,23.2,0
37,a9f5c0a6a74018d482c6d63934502a98,Pets|Tech|Food|Fashion,0.02,0.85,0
37,6d7301431fe56441eecf47301852ee0b,Pets|Tech|Food|Fashion,0.05,1.32,0
38,dd56d66d38003515eee8b56538e96734,Fashion|Education|Sports,0.84,13.47,1
38,32af872b8af002c950c03ad6208306d8,Fashion|Education|Sports,0.22,11.04,0
38,4fac5d6d56ab956adec05f3ef75279a5,Fashion|Education|Sports,0.2,5.12,0
38,30fc2d20cfa8429984e61e10c8a2ee05,Fashion|Education|Sports,0.57,6.85,0
38,9252c21edfb3fd51a1ff2aa7cf6f66a8,Fashion|Education|Sports,0.02,0.91,0
39,ee7b20d0e5c178f4aab5b73a814e91c7,Travel|Fashion|Sports,0.93,11.17,1
39,92dd4dcd734784d4fe77f19a682c3d13,Travel|Fashion|Sports,1.0,21.92,1
39,1ea0274e8c4fc1403beaa1819d2bc6f2,Travel|Fashion|Sports,0.07,2.56,0
39,1f8fc4185c3d92e284ac5daf3aab88d8,Travel|Fashion|Sports,0.72,12.22,0
